Incident Type,Incident Number,Incident Date,Violation Type,Violation Section,Violation Description,Location
ARREST,2001489503,"Nov 2, 2020 9:39:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"BENET ROAD & STATE ROUTE 76 EB, OCEANSIDE, CA 92056"
ARREST,2001489502,"Nov 2, 2020 9:42:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"Benet ROAD & SR, OCEANSIDE, CA 92054"
ARREST,2001489901,"Nov 2, 2020 12:51:00 PM",HS,11375(B)(2),POSS CNTL SUB W/O PRESCRIPTION (M),705 COLLEGE BOULEVARD
ARREST,2001491201,"Nov 2, 2020 4:25:00 PM",PC,490.5A,PETTY THEFT FROM LIBRARY OR MERCHANT (M),
ARREST,2000506401,"Nov 2, 2020 4:28:00 PM",PC,496(A),RECEIVE/ETC KNOWN STOLEN PROPERTY [$950 OR LESS] (M),425 COLLEGE BOULEVARD
ARREST,2001491301,"Nov 2, 2020 5:55:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),100 TYSON STREET
ARREST,2001491501,"Nov 2, 2020 6:45:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),3855 MISSION AVENUE
ARREST,2001491502,"Nov 2, 2020 6:45:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),1602 EL CAMINO REAL
ARREST,2001491801,"Nov 2, 2020 8:23:00 PM",PC,422A,THREATEN CRIME WITH INTENT TO TERRORIZE (F),"HARBOR DRIVE & Sunset DRIVE, OCEANSIDE, CA 92054"
ARREST,2001491802,"Nov 2, 2020 8:23:00 PM",PC,422A,THREATEN CRIME WITH INTENT TO TERRORIZE (F),"N CANYON DRIVE & MISSION AVENUE, OCEANSIDE, CA 92054"
ARREST,2001492601,"Nov 2, 2020 9:46:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",4908 NORTH RIVER ROAD
ARREST,2001493701,"Nov 3, 2020 8:22:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),705 COLLEGE BOULEVARD
ARREST,2001493601,"Nov 3, 2020 8:25:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"N COAST HIGHWAY & WINDWARD WAY, OCEANSIDE, CA 92054"
ARREST,2001493602,"Nov 3, 2020 8:30:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),5200 NORTH RIVER ROAD
ARREST,2001494101,"Nov 3, 2020 8:43:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),1014 GREENWAY ROAD
ARREST,2001494201,"Nov 3, 2020 8:50:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),901 N COAST HIGHWAY
ARREST,2001494301,"Nov 3, 2020 9:00:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),4000 BLOCK OF LEWIS STREET
ARREST,2001494802,"Nov 3, 2020 10:45:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),1737 OCEANSIDE BOULEVARD
ARREST,2001497101,"Nov 3, 2020 2:15:00 PM",PC,646.9(A),STALKING (F),38 AVENIDA DESCANSO
ARREST,2001497501,"Nov 3, 2020 3:16:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"BENET ROAD & STATE ROUTE 76 EB, OCEANSIDE, CA 92058"
ARREST,2001497901,"Nov 3, 2020 4:03:00 PM",PC,3455,PRCS VIOLATION,300 N COAST HIGHWAY
ARREST,2001498801,"Nov 3, 2020 6:38:00 PM",PC,245C,ADW NOT A FIREARM ON P.O./FIREFIGHTER:GBI LIKELY (F),3708 PLAZA DRIVE
ARREST,2001499101,"Nov 3, 2020 7:17:00 PM",VC,23152A,DUI ALCOHOL (M),900 THE STRAND N
ARREST,2001499401,"Nov 3, 2020 8:08:00 PM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),
ARREST,2001500501,"Nov 4, 2020 12:31:00 AM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",901 N COAST HIGHWAY
ARREST,2001500301,"Nov 4, 2020 12:43:00 AM",PC,12022.1,COMMIT FEL ON BAIL OR O/R RELEASE (BAIL+),3800 PLAZA DRIVE
ARREST,2001501201,"Nov 4, 2020 10:35:00 AM",PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT (M),3208 MORNINGSIDE DRIVE
ARREST,2001501401,"Nov 4, 2020 11:00:00 AM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),1426 MISSION AVENUE
ARREST,2001501501,"Nov 4, 2020 11:25:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),1301 CARMELO DRIVE
ARREST,2001501502,"Nov 4, 2020 11:25:00 AM",PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT (M),300 N MYERS STREET
ARREST,2001501701,"Nov 4, 2020 12:21:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",1900 S COAST HIGHWAY
ARREST,2001502901,"Nov 4, 2020 4:20:00 PM",PC,3056,VIOLATION PAROLE:FELONY,1232 S DITMAR STREET
ARREST,2001503801,"Nov 4, 2020 7:17:00 PM",VC,23152A,DUI ALCOHOL (M),0 N ALLEY OF 1500 E HIGGINS STREET
ARREST,2001503901,"Nov 4, 2020 7:30:00 PM",HS,11351,POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE (,"FN) ORTH RIVER ROAD & PLUMOSA STREET, OCEANSIDE, CA 92058"
ARREST,2001503902,"Nov 4, 2020 7:30:00 PM",PC,3453(Q),FLASH INCARCERATION,432 EDGEHILL LANE
ARREST,2001504301,"Nov 5, 2020 3:30:00 AM",VC,2800.2(A),EVADE PEACE OFCR WITH WANTON DISREGARD FOR SAFETY (F),34 AVENIDA DESCANSO
ARREST,2001504501,"Nov 5, 2020 8:30:00 AM",ZZ,OUT WARRANT,FELONY OTHER AGENCY'S WARRANT,222 VIA DEL MONTE
ARREST,2001505001,"Nov 5, 2020 8:45:00 AM",PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT (M),3450 MARRON ROAD
ARREST,2001505002,"Nov 5, 2020 8:45:00 AM",PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT (M),0 200 BROOKS
ARREST,2001505101,"Nov 5, 2020 8:50:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),1301 CARMELO DRIVE
ARREST,2001505102,"Nov 5, 2020 8:50:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),5200 NORTH RIVER ROAD
ARREST,2001505003,"Nov 5, 2020 9:00:00 AM",PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT (M),0 200 BROOKS
ARREST,2001505004,"Nov 5, 2020 9:00:00 AM",PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT (M),3400 APRICOT TREE WAY
ARREST,2001505301,"Nov 5, 2020 9:25:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),1301 CARMELO DRIVE
ARREST,2001453901,"Nov 5, 2020 10:20:00 AM",PC,451B,ARSON:INHABITED STRUCTURE/PROP (F),
ARREST,2001506001,"Nov 5, 2020 11:00:00 AM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","ADAMS STREET & COLLEGE BOULEVARD, OCEANSIDE, CA 92057"
ARREST,2001506201,"Nov 5, 2020 11:30:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),195 S TREMONT STREET
ARREST,2001506202,"Nov 5, 2020 11:30:00 AM",PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT (M),
ARREST,2001506503,"Nov 5, 2020 1:00:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"ADAMS STREET & COLLEGE BOULEVARD, OCEANSIDE, CA 92057"
ARREST,2001506504,"Nov 5, 2020 1:00:00 PM",PC,602(M),TRESPASS:OCCUPY REAL PROPERTY W/O OWNER CONSENT (M),"JEFFERSON STREET & LAGOON VIEW DRIVE, OCEANSIDE, CA 92054"
ARREST,2001506501,"Nov 5, 2020 1:00:00 PM",PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT (M),1916 COLLEGE BOULEVARD
ARREST,2001506502,"Nov 5, 2020 1:04:00 PM",PC,602(M),TRESPASS:OCCUPY REAL PROPERTY W/O OWNER CONSENT (M),"JEFFERSON STREET & LAGOON VIEW DRIVE, OCEANSIDE, CA 92054"
ARREST,2001501901,"Nov 5, 2020 1:10:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),
ARREST,2001506505,"Nov 5, 2020 1:15:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),
ARREST,2001507401,"Nov 5, 2020 4:43:00 PM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),2100 VISTA WAY
ARREST,2001507601,"Nov 5, 2020 5:30:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),400 PARKSIDE DRIVE
ARREST,2001507801,"Nov 5, 2020 6:28:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",4600 CALLE DE RETIRO
ARREST,2001507901,"Nov 5, 2020 7:00:00 PM",HS,11378,POSS CONTROLLED SUBS FOR SALE (F),"COLLEGE BOULEVARD & OCEANSIDE BOULEVARD, OCEANSIDE, CA 92056"
ARREST,2001507902,"Nov 5, 2020 7:00:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),
ARREST,2001508001,"Nov 5, 2020 7:30:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","SAN RAFAEL DRIVE & SUNSET DRIVE, OCEANSIDE, CA 92054"
ARREST,2001508801,"Nov 5, 2020 11:40:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"Canyon DRIVE & SR 76 EB, OCEANSIDE, CA 92054"
ARREST,2001509001,"Nov 6, 2020 1:22:00 AM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),3772 MISSION AVENUE
ARREST,2001509101,"Nov 6, 2020 1:41:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),1400 OLIVE STREET
ARREST,2001509201,"Nov 6, 2020 3:03:00 AM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),300 W LOS ANGELES DRIVE
ARREST,2001509301,"Nov 6, 2020 4:45:00 AM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","COLLEGE BOULEVARD & WARING ROAD, OCEANSIDE, CA 92056"
ARREST,2001510201,"Nov 6, 2020 9:18:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),3308 MISSION AVENUE
ARREST,2001510601,"Nov 6, 2020 10:00:00 AM",VC,10851(A),OTHER AGENCY VEHICLE THEFT/RECOVERY (F),1700 OCEANSIDE BOULEVARD
ARREST,2001510801,"Nov 6, 2020 11:10:00 AM",PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT (M),1916 COLLEGE BOULEVARD
ARREST,2001511001,"Nov 6, 2020 11:30:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),3365 MISSION AVENUE
ARREST,2001511002,"Nov 6, 2020 11:30:00 AM",PC,602(M),TRESPASS:OCCUPY REAL PROPERTY W/O OWNER CONSENT (M),425 COLLEGE BOULEVARD
ARREST,2001511101,"Nov 6, 2020 12:00:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),3308 MISSION AVENUE
ARREST,2001511801,"Nov 6, 2020 2:30:00 PM",PC,245A1,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),195 S TREMONT STREET
ARREST,2001512101,"Nov 6, 2020 4:33:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),"MAYFAIR STREET & WARNER STREET, OCEANSIDE, CA 92058"
ARREST,2001512701,"Nov 6, 2020 6:21:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",3937 OCEAN RANCH BOULEVARD
ARREST,2001512901,"Nov 6, 2020 7:01:00 PM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),
ARREST,2001512801,"Nov 6, 2020 7:15:00 PM",VC,23152(G),DUI ALCOHOL/DRUG (M),410 GRANT STREET
ARREST,2001513501,"Nov 6, 2020 10:00:00 PM",VC,23152(F),DUI DRUG (M),100 S TREMONT STREET
ARREST,2001514101,"Nov 7, 2020 1:35:00 AM",VC,10851(A),TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),3500 BLK LAKE BOULEVARD
ARREST,2001514501,"Nov 7, 2020 2:42:00 AM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),"N COAST HIGHWAY & SURFRIDER WAY, OCEANSIDE, CA 92054"
ARREST,2001514701,"Nov 7, 2020 3:18:00 AM",PC,166(C)(1),CONTEMPT OF COURT:VIOLATE PROTECTIVE ORDER (M),306 HOLLY STREET
ARREST,2001514801,"Nov 7, 2020 5:24:00 AM",PC,243(E)(1),BATTERY:SPOUSE/EX SPOUSE/DATE/ETC (M),1902 NAVAJO AVENUE
ARREST,2001514901,"Nov 7, 2020 7:43:00 AM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),900 VINE STREET
ARREST,2001515401,"Nov 7, 2020 10:35:00 AM",PC,3453(Q),FLASH INCARCERATION,404 S FREEMAN STREET
ARREST,2001515901,"Nov 7, 2020 12:45:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),3240 MISSION AVENUE##229
ARREST,2001516701,"Nov 7, 2020 4:40:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),501 THE STRAND S
ARREST,2001516501,"Nov 7, 2020 4:45:00 PM",PC,490.5A,PETTY THEFT FROM LIBRARY OR MERCHANT (M),1501 N MELROSE DRIVE
ARREST,2001517501,"Nov 7, 2020 8:36:25 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),3240 MISSION AVENUE##229
ARREST,2001517601,"Nov 7, 2020 8:40:00 PM",VC,23152A,DUI ALCOHOL (M),1009 S COAST HIGHWAY
ARREST,2001518101,"Nov 7, 2020 10:26:00 PM",VC,23152A,DUI ALCOHOL (M),305 ISLAND WAY
ARREST,2001518501,"Nov 7, 2020 11:44:25 PM",VC,23152A,DUI ALCOHOL (M),4100 OCEANSIDE BOULEVARD
ARREST,2001518701,"Nov 7, 2020 11:54:00 PM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),"FREDRICKS AVENUE & PALA ROAD, OCEANSIDE, CA 92058"
ARREST,2001519001,"Nov 8, 2020 4:42:00 AM",PC,166(C)(1),CONTEMPT OF COURT:VIOLATE PROTECTIVE ORDER (M),
ARREST,2001519301,"Nov 8, 2020 7:37:00 AM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",3851 KELTON DRIVE
ARREST,2001519201,"Nov 8, 2020 7:58:28 AM",ZZ,OUT WARRANT,FELONY OTHER AGENCY'S WARRANT,302 REDONDO DRIVE
ARREST,2001519601,"Nov 8, 2020 9:15:00 AM",PC,602(M),TRESPASS:OCCUPY REAL PROPERTY W/O OWNER CONSENT (M),425 COLLEGE BOULEVARD
ARREST,2001521301,"Nov 8, 2020 6:40:00 PM",PC,211,ROBBERY (F),1784 LAUREL ROAD
ARREST,2001521601,"Nov 8, 2020 9:45:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),900 N COAST HIGHWAY
ARREST,2001521701,"Nov 8, 2020 10:05:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),4253 OCEANSIDE BOULEVARD
ARREST,2001521901,"Nov 9, 2020 12:42:00 AM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",218 N CLEVELAND STREET
ARREST,2001522101,"Nov 9, 2020 1:46:00 AM",VC,23152A,DUI ALCOHOL (M),4100 OCEANSIDE BOULEVARD
ARREST,2001523101,"Nov 9, 2020 7:51:00 AM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),601 N CLEVELAND STREET
ARREST,2001523401,"Nov 9, 2020 9:00:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"N COAST HIGHWAY & WINDWARD WAY, OCEANSIDE, CA 92057"
ARREST,2001523701,"Nov 9, 2020 9:15:00 AM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),
ARREST,2001523601,"Nov 9, 2020 9:20:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),150 RIVERSIDE DRIVE
ARREST,2001523901,"Nov 9, 2020 9:55:00 AM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",3900 AVNDA SOLDEDAD
ARREST,2001524101,"Nov 9, 2020 10:25:00 AM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),2110 VISTA WAY
ARREST,2001524601,"Nov 9, 2020 11:57:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),"FREDRICKS AVENUE & PALA ROAD, OCEANSIDE, CA 92058"
ARREST,2001524801,"Nov 9, 2020 12:10:00 PM",VC,20002(A),HIT AND RUN:PROP DAMAGE (M),623 ARTHUR AVENUE
ARREST,2001525801,"Nov 9, 2020 3:30:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),"S CLEVELAND STREET & OCEANSIDE BOULEVARD, OCEANSIDE, CA 92054"
ARREST,2001520701,"Nov 9, 2020 4:04:31 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),"S CLEVELAND STREET & OCEANSIDE BOULEVARD, OCEANSIDE, CA 92054"
ARREST,2001527101,"Nov 9, 2020 6:35:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","S CLEMENTINE STREET & MICHIGAN STREET, OCEANSIDE, CA 92054"
ARREST,2001527001,"Nov 9, 2020 6:45:00 PM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),"DOUGLAS DRIVE & OLD RIVER STREET, OCEANSIDE, CA 92058"
ARREST,2001527601,"Nov 9, 2020 7:51:00 PM",PC,3453(Q),FLASH INCARCERATION,0 GLASER DRIVE
ARREST,2001527801,"Nov 9, 2020 10:16:00 PM",PC,273.5A,SPOUSAL/COHABITANT ABUSE WITH MINOR INJURY (F),101 OLD GROVE ROAD
ARREST,2001528701,"Nov 10, 2020 8:15:00 AM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),4002 VISTA WAY
ARREST,2001529001,"Nov 10, 2020 8:50:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),2852 YVONNE STREET
ARREST,2001529101,"Nov 10, 2020 8:50:00 AM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),909 N COAST HIGHWAY
ARREST,2001529401,"Nov 10, 2020 9:17:00 AM",PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT (M),4649 MAGENS BAY
ARREST,2001529801,"Nov 10, 2020 9:40:00 AM",PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT (M),218 N CLEVELAND STREET
ARREST,2001529802,"Nov 10, 2020 10:03:00 AM",PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT (M),840 S COAST HIGHWAY
ARREST,2001530401,"Nov 10, 2020 11:50:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),200 N EL CAMINO REAL
ARREST,2001530802,"Nov 10, 2020 1:15:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"CENTER AVENUE & S HORNE STREET, OCEANSIDE, CA 92054"
ARREST,2001530801,"Nov 10, 2020 1:15:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),"ROYMAR ROAD & VIA DE LA VALLE, OCEANSIDE, CA 92054"
ARREST,2001530701,"Nov 10, 2020 1:18:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","DOUGLAS DRIVE & MISSION AVENUE, OCEANSIDE, CA 92058"
ARREST,2001530803,"Nov 10, 2020 1:40:00 PM",PC,602(M),TRESPASS:OCCUPY REAL PROPERTY W/O OWNER CONSENT (M),425 COLLEGE BOULEVARD
ARREST,2001530804,"Nov 10, 2020 1:40:00 PM",PC,602(M),TRESPASS:OCCUPY REAL PROPERTY W/O OWNER CONSENT (M),425 COLLEGE BOULEVARD
ARREST,2001531401,"Nov 10, 2020 2:45:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"CENTER AVENUE & S HORNE STREET, OCEANSIDE, CA 92054"
ARREST,2001532101,"Nov 10, 2020 3:05:00 PM",PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT (M),1706 OCEANSIDE BOULEVARD
ARREST,2001532701,"Nov 10, 2020 6:00:00 PM",HS,11351,POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE (,F1)210 COLLEGE BOULEVARD
ARREST,2001533001,"Nov 10, 2020 7:31:00 PM",VC,10852,TAMPER WITH VEH,1978 COLLEGE BOULEVARD
ARREST,2001533401,"Nov 10, 2020 10:40:00 PM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),4170 OCEANSIDE BOULEVARD
ARREST,2001533501,"Nov 10, 2020 10:49:00 PM",PC,290.018(A),SEX OFFENDER FAIL TO REGISTER/ETC (M),1800 N HARBOR DRIVE
ARREST,2001533601,"Nov 10, 2020 11:41:00 PM",PC,211,ROBBERY (F),310 ISTHMUS WAY##12
ARREST,2001534001,"Nov 11, 2020 9:03:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),3025 INDUSTRY STREET
ARREST,2001374001,"Nov 11, 2020 9:05:00 AM",PC,211,ROBBERY (F),3260 PRODUCTION AVENUE
ARREST,2001534402,"Nov 11, 2020 9:45:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),3025 INDUSTRY STREET
ARREST,2001534401,"Nov 11, 2020 9:45:00 AM",VC,10851(A),OTHER AGENCY VEHICLE THEFT/RECOVERY (F),3500 BLK LAKE BOULEVARD
ARREST,2001534301,"Nov 11, 2020 9:47:00 AM",ZZ,OUT WARRANT,FELONY OTHER AGENCY'S WARRANT,3925 NN RIVER ROAD
ARREST,2001534503,"Nov 11, 2020 10:00:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"CASSIDY STREET & INTERSTATE 5 SB, OCEANSIDE, CA 92054"
ARREST,2001534504,"Nov 11, 2020 10:00:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),3350 COLLEGE BOULEVARD
ARREST,2001534505,"Nov 11, 2020 10:00:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),2146 OCEANSIDE BOULEVARD
ARREST,2001534502,"Nov 11, 2020 10:00:00 AM",PC,3453(Q),FLASH INCARCERATION,433 COLLEGE BOULEVARD
ARREST,2001534501,"Nov 11, 2020 10:00:00 AM",PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT (M),550 LOS ARBOLITOS BOULEVARD
ARREST,2001534901,"Nov 11, 2020 1:37:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),6060 N RIVER ROAD
ARREST,2001535002,"Nov 11, 2020 2:00:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),2146 OCEANSIDE BOULEVARD
ARREST,2001535201,"Nov 11, 2020 3:15:00 PM",PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT (M),1737 S OCEANSIDE BOULEVARD
ARREST,2001535401,"Nov 11, 2020 5:28:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","INTERSTATE 5 SB & STATE ROUTE 76 WB, OCEANSIDE, CA 92054"
ARREST,2001535801,"Nov 11, 2020 7:20:00 PM",PC,3453(Q),FLASH INCARCERATION,
ARREST,2001536001,"Nov 11, 2020 8:23:00 PM",PC,3455,PRCS VIOLATION,921 N COAST HIGHWAY
ARREST,2001536301,"Nov 11, 2020 10:46:00 PM",PC,3056,VIOLATION PAROLE:FELONY,150 RIVERSIDE DRIVE
ARREST,2001536601,"Nov 12, 2020 12:15:00 AM",PC,273.5 (F)(1),INFLICT CORPORAL INJURY ON SPOUSE/COHAB/GRLFRND W/PRIORS (F),
ARREST,2001536701,"Nov 12, 2020 2:00:00 AM",PC,1203.2(A),PROBATION VIOLATION:REARREST/REVOKE,2985 VIA LAS ROSAS
ARREST,2001536801,"Nov 12, 2020 3:00:00 AM",VC,23152A,DUI ALCOHOL (M),1900 N HARBOR DRIVE
ARREST,2001537401,"Nov 12, 2020 8:08:00 AM",PC,148(A)(1),OBSTRUCT/RESIST PEACE OFCR/EMER MED TECH (M),
ARREST,2001537101,"Nov 12, 2020 8:15:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),2146 OCEANSIDE BOULEVARD
ARREST,2001537701,"Nov 12, 2020 10:05:00 AM",PC,3056,VIOLATION PAROLE:FELONY,4253 OCEANSIDE BOULEVARD
ARREST,2001537801,"Nov 12, 2020 10:15:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),400 NEPTUNE WAY
ARREST,2001538001,"Nov 12, 2020 10:30:00 AM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),2100 VISTA WAY
ARREST,2001538301,"Nov 12, 2020 11:25:00 AM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),115 S HORNE STREET##b
ARREST,2001538601,"Nov 12, 2020 11:30:00 AM",PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT (M),1820 OCEANSIDE BOULEVARD
ARREST,2001538603,"Nov 12, 2020 11:40:00 AM",PC,602(M),TRESPASS:OCCUPY REAL PROPERTY W/O OWNER CONSENT (M),425 COLLEGE BOULEVARD
ARREST,2001538602,"Nov 12, 2020 11:46:00 AM",PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT (M),1626 HIGGINS STREET
ARREST,2001538604,"Nov 12, 2020 12:00:00 PM",PC,602(M),TRESPASS:OCCUPY REAL PROPERTY W/O OWNER CONSENT (M),425 COLLEGE BOULEVARD
ARREST,2001538901,"Nov 12, 2020 12:10:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),400 NEPTUNE WAY
ARREST,2001538902,"Nov 12, 2020 12:17:00 PM",PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT (M),"CROUCH STREET & SKYLARK DRIVE, OCEANSIDE, CA 92054"
ARREST,2001539501,"Nov 12, 2020 3:00:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),3770 MISSION AVENUE
ARREST,2001539601,"Nov 12, 2020 3:05:00 PM",PC,314.1,INDECENT EXPOSURE (M),"I-5S & mission, OCEANSIDE, CA 92054"
